jenis_peraturan,nomor_peraturan,tahun,judul_peraturan,dokumen_peraturan
Peraturan Walikota,1247,2013,STANDAR DOKUMEN PENGADAAN BARANG JASA METODE PENGADAAN LANGSUNG DENGAN BUKTI PEMBELIAN DAN KUITANSI DI LINGKUNGAN PEMKOT BANDUNG.,-
Peraturan Walikota,1241,2013,PERUBAHAN ATAS PERWAL NOMOR 107 TAHUN 2011 TENTANG TATA CARA PENGHITUNGAN HARGA DASAR AIR SEBAGAI DASAR PENETAPAN NILAI PEROLEHAN AIR TANAH. ,http://jdih.net/bandung/web/pdfperda/PERWAL 1241 TAHUN 2013 -ACC- AUTENTIFIKASI-170114.pdf
Peraturan Walikota,1235,2013,"TATA CARA PENERBITAN SURAT TANDA PENDAFTARAN WARALABA, PENOLAKAN PENERBITAN SURAT TANDA PENDAFTARAN WARALABA, PENETAPAN DAN PENERAPAN SANKSI ADMINISTRATIF.",http://jdih.net/bandung/web/pdfperda/PERWAL 1235 TAHUN 2013 WARALABA 13 edit ok.pdf
Peraturan Walikota,1224,2013,PENETAPAN BATAS JUMLAH SURAT PERMINTAAN PEMBAYARAN UANG PERSEDIAAN DAN SURAT PERMINTAAN PEMBAYARAN GANTI UANG PERSEDIAAN PADA SATUAN KERJA PERANGKAT DAERAH DI LINGKUNGAN PEMKOT BANDUNG TA 2014. ,http://jdih.net/bandung/web/pdfperda/PERWALl 1224 TAHUN 2013 Batas Jumlah SPP-UP Pendahuluan.pdf
Peraturan Walikota,1216,2013,SURAT PENYEDIAAN DANA PENDAHULUAN UNTUK BELANJA YANG BERSIFAT MENGIKAT DAN BELANJA YANG BERSIFAT WAJIB TA 2014,http://jdih.net/bandung/web/pdfperda/PERWAL 1216 TAHUN 2013 SPD Pendahuluan 2014.pdf
Peraturan Walikota,1205,2013,"PERUBAHAN KE EMPAT ATAS PERWAL BANDUNG NO. 891 TAHUN 2011 TENTANG TATA CARA PENGANGGARAN, PELAKSANAAN DAN PENATAUSAHAAN PERTANGGUNGJAWABAN DAN PELAPORAN SERTA MONITORING DAN EVALUASI BELANJA HIBAH DAN BELANJA BANTUAN SOSIAL YANG BERSUMBER DARI ANGGARAN PENDAPATAN DAN BELANJA DAERAH.",http://jdih.net/bandung/web/pdfperda/PERWAL1205 THN 2013 HIBAH PERUBAHAN KE-4 -.zip
Peraturan Walikota,1171,2013,PROSEDUR PENYELENGGARAAN PELAYANAN PERIZINAN TERPADU SATU PINTU ,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 1171 THN 2013 HASIL KOORDINASI ORPAD-PROSEDUR PPT-1312.pdf
Peraturan Walikota,1149,2013,PERHITUNGAN NILAI SEWA REKLAME ,http://jdih.net/bandung/web/pdfperda/PERWAL 1149 TAHUN 2013 nsr.zip
Peraturan Walikota,1132,2013,REVISI KEDUA RKPD KOTA BANDUNG TAHUN 2014,http://jdih.net/bandung/web/pdfperda/PERWAL 1132 TAHUN 2013RKPD REVISI KEDUA TAHUN 2014.pdf
Peraturan Walikota,1131,2013, PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 887 TAHUN 2012 TENTANG PETUNJUK TEKNIS DAN TATA CARA PEMUNGUTAN PAJAK BUMI DAN BANGUNAN ,http://jdih.net/bandung/web/pdfperda/PERWAL 1131 THN 2013 perubahan kedua Perubahan Perwal 887 2013.pdf
Peraturan Walikota,1247,2013,STANDAR DOKUMEN PENGADAAN BARANG JASA METODE PENGADAAN LANGSUNG DENGAN BUKTI PEMBELIAN DAN KUITANSI DI LINGKUNGAN PEMKOT BANDUNG.,-
Peraturan Walikota,1241,2013,PERUBAHAN ATAS PERWAL NOMOR 107 TAHUN 2011 TENTANG TATA CARA PENGHITUNGAN HARGA DASAR AIR SEBAGAI DASAR PENETAPAN NILAI PEROLEHAN AIR TANAH. ,http://jdih.net/bandung/web/pdfperda/PERWAL 1241 TAHUN 2013 -ACC- AUTENTIFIKASI-170114.pdf
Peraturan Walikota,1235,2013,"TATA CARA PENERBITAN SURAT TANDA PENDAFTARAN WARALABA, PENOLAKAN PENERBITAN SURAT TANDA PENDAFTARAN WARALABA, PENETAPAN DAN PENERAPAN SANKSI ADMINISTRATIF.",http://jdih.net/bandung/web/pdfperda/PERWAL 1235 TAHUN 2013 WARALABA 13 edit ok.pdf
Peraturan Walikota,1224,2013,PENETAPAN BATAS JUMLAH SURAT PERMINTAAN PEMBAYARAN UANG PERSEDIAAN DAN SURAT PERMINTAAN PEMBAYARAN GANTI UANG PERSEDIAAN PADA SATUAN KERJA PERANGKAT DAERAH DI LINGKUNGAN PEMKOT BANDUNG TA 2014. ,http://jdih.net/bandung/web/pdfperda/PERWALl 1224 TAHUN 2013 Batas Jumlah SPP-UP Pendahuluan.pdf
Peraturan Walikota,1216,2013,SURAT PENYEDIAAN DANA PENDAHULUAN UNTUK BELANJA YANG BERSIFAT MENGIKAT DAN BELANJA YANG BERSIFAT WAJIB TA 2014,http://jdih.net/bandung/web/pdfperda/PERWAL 1216 TAHUN 2013 SPD Pendahuluan 2014.pdf
Peraturan Walikota,1205,2013,"PERUBAHAN KE EMPAT ATAS PERWAL BANDUNG NO. 891 TAHUN 2011 TENTANG TATA CARA PENGANGGARAN, PELAKSANAAN DAN PENATAUSAHAAN PERTANGGUNGJAWABAN DAN PELAPORAN SERTA MONITORING DAN EVALUASI BELANJA HIBAH DAN BELANJA BANTUAN SOSIAL YANG BERSUMBER DARI ANGGARAN PENDAPATAN DAN BELANJA DAERAH.",http://jdih.net/bandung/web/pdfperda/PERWAL1205 THN 2013 HIBAH PERUBAHAN KE-4 -.zip
Peraturan Walikota,1171,2013,PROSEDUR PENYELENGGARAAN PELAYANAN PERIZINAN TERPADU SATU PINTU ,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 1171 THN 2013 HASIL KOORDINASI ORPAD-PROSEDUR PPT-1312.pdf
Peraturan Walikota,1149,2013,PERHITUNGAN NILAI SEWA REKLAME ,http://jdih.net/bandung/web/pdfperda/PERWAL 1149 TAHUN 2013 nsr.zip
Peraturan Walikota,1132,2013,REVISI KEDUA RKPD KOTA BANDUNG TAHUN 2014,http://jdih.net/bandung/web/pdfperda/PERWAL 1132 TAHUN 2013RKPD REVISI KEDUA TAHUN 2014.pdf
Peraturan Walikota,1131,2013, PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 887 TAHUN 2012 TENTANG PETUNJUK TEKNIS DAN TATA CARA PEMUNGUTAN PAJAK BUMI DAN BANGUNAN ,http://jdih.net/bandung/web/pdfperda/PERWAL 1131 THN 2013 perubahan kedua Perubahan Perwal 887 2013.pdf
Peraturan Walikota,1127,2013,PETUNJUK PELAKSANAAN PERATURAN DAERAH KOTA BANDUNG NOMOR 15 TAHUN 2012 TENTANG PENYELENGGARAAN MENARA TELEKOMUNIKASI DAN RETRIBUSI PENGENDALIAN MENARA TELEKOMUNIKASI ,http://jdih.net/bandung/web/pdfperda/PERWAL 1127 THN 2013 menara.pdf
Peraturan Walikota,1126,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 257 TAHUN 2013 TENTANG BELANJA SUBSIDI KEPADA PERUSAHAAN UMUM BADAN URUSAN LOGISTIK SUB DIVISI REGIONAL BANDUNG TAHUN ANGGARAN 2013 ,http://jdih.net/bandung/web/pdfperda/Perwal NO. 1126 THN 2013 Perubahan Subsidi pada Bulog 2013.pdf
Peraturan Walikota,1067,2013, REVISI RENCANA KERJA PEMBANGUNAN DAERAH (RKPD) KOTA BANDUNG TAHUN 2014 ,http://jdih.net/bandung/web/pdfperda/PERWAL No. 1067 THN 2013 RKPD REVISI TAHUN 2014_AUT_.pdf
Peraturan Walikota,1061,2013, PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 131 TAHUN 2013 TENTANG BELANJA SUBSIDI KEPADA PERUSAHAAN DAERAH KEBERSIHAN KOTA BANDUNG TAHUN ANGGARAN 2013 ,http://jdih.net/bandung/web/pdfperda/PERWAL No. 1067 THN 2013 RKPD REVISI TAHUN 2014_AUT_.pdf
Peraturan Walikota,1059,2013, PETUNJUK PELAKSANAAN SENSUS BARANG MILIK DAERAH ,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 1059 THN 2013 JUKLAK SENSUS BMD-AUTENTIFIKASI-181113 -ACC-.zip
Peraturan Walikota,1058,2013,TATA CARA PELAKSANAAN PENGHUNIAN DAN PENGGUNAAN RUMAH SUSUN SEDERHANA SEWA DI KOTA BANDUNG ,http://jdih.net/bandung/web/pdfperda/PERWAL No. 1058 THN 2013 TATA CARA PELAKSANAAN PENGHUNIAN RUSUN _AUT_.pdf
Peraturan Walikota,1041,2013,"PETUNJUK TEKNIS PELAYANAN PEMAKAMAN UMUM DAN PENGABUAN MAYAT, DAN PEMUNGUTAN RETRIBUSI PELAYANAN PEMAKAMAN DAN PENGABUAN MAYAT ",http://jdih.net/bandung/web/pdfperda/PERWAL No. 1041 THN 2013 pemakaman.pdf
Peraturan Walikota,1027,2013, PERUBAHAN KEEMPAT ATAS PERATURAN WALIKOTA BANDUNG NOMOR 374 TAHUN 2007 TENTANG PETUNJUK PELAKSANAAN PERATURAN DAERAH KOTA BANDUNG NOMOR 20 TAHUN 2004 TENTANG KEDUDUKAN PROTOKOLER DAN KEUANGAN PIMPINAN DAN ANGGOTA DEWAN PERWAKILAN RAKYAT DAERAH KOTA BANDUNG SEBAGAIMANA TELAH DIUBAH UNTUK KEDUA KALINYA DENGAN PERATURAN DAERAH KOTA BANDUNG NOMOR 03 TAHUN 2007 ,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 1027 THN 2013 KEUANGAN DPRD 23 10 2013.pdf
Peraturan Walikota,987,2013, PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 1063 TAHUN 2011 TENTANG PETUNJUK PELAKSANAAN EVALUASI AKUNTABILITAS KINERJA PEMERINTAH SATUAN KERJA PERANGKAT DAERAH ,http://jdih.net/bandung/web/pdfperda/PERWAL No. 987 THN 2013 LAKIP.pdf
Peraturan Walikota,844,2013,"PEDOMAN PENYUSUNAN FORMULIR UPAYA PENGELOLAAN LINGKUNGAN HIDUP, UPAYA PEMANTAUAN LINGKUNGAN HIDUP DAN SURAT PERNYATAAN KESANGGUPAN PENGELOLAAN DAN PEMANTAUAN LINGKUNGAN HIDUP ",http://jdih.net/bandung/web/pdfperda/PERWAL 844 TAHUN 2013 TTG PEDOMAN PENYUSUNAN UPL UKL.zip
Peraturan Walikota,843,2013, STANDAR OPERASIONAL PROSEDUR ADMINISTRASI PENSIUN DAN PENERBITAN SURAT KETERANGAN PENGHENTIAN PEMBAYARAN GAJI BAGI PEGAWAI NEGERI SIPIL YANG MENCAPAI BATAS USIA PENSIUN ,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 843 THN 2013 SOP ADM PENSIUN -ACC- AUTENTIFIKASI-110913.pdf
Peraturan Walikota,825,2013,"PERUBAHAN KETIGA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 891 TAHUN 2011 TENTANG TATA CARA PENGANGGARAN, PELAKSANAAN DAN PENATAUSAHAAN PERTANGGUNGJAWABAN DAN PELAPORAN SERTA MONITORING DAN EVALUASI BELANJA HIBAH DAN BELANJA BANTUAN SOSIAL YANG BERSUMBER DARI ANGGARAN PENDAPATAN DAN BELANJA DAERAH ",http://jdih.net/bandung/web/pdfperda/PERWAL NO. 825 PERUBAHAN III PERWAL 891-2011 HIBAH BANSOS-evdok.pdf
Peraturan Walikota,777,2013," PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 891 TAHUN 2011 TENTANG TATA CARA PENGANGGARAN, PELAKSANAAN DAN PENATAUSAHAAN PERTANGGUNGJAWABAN DAN PELAPORAN SERTA MONITORING DAN EVALUASI BELANJA HIBAH DAN BELANJA BANTUAN SOSIAL YANG BERSUMBER DARI ANGGARAN PENDAPATAN DAN BELANJA DAERAH ",http://jdih.net/bandung/web/pdfperda/PERWAL NO 777 THN 2013 PERUBAHAN II PERWAL 891-2011 HIBAH BANSOS-DPKAD-OKAY.pdf
Peraturan Walikota,768,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 410 TAHUN 2012 TENTANG RENCANA KERJA PEMBANGUNAN DAERAH KOTA BANDUNG TAHUN 2013 ,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 768 THN 2013 RKPD Perubahan TAHUN 2013__AUT_.pdf
Peraturan Walikota,703,2013,SYSTEM AKUTANSI KEUANGAN BADAN LAYANAN UMUM DAERAH RUMAH SAKIT PEMERINTAH KOTA BANDUNG.,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 703 THN 2013 SISTEM AKUNTANSI BLUD RSUD 2012 EDITING.zip
Peraturan Walikota,624,2013,PETUNJUK PELAKSANAAN PEMBERIAN DAN PEMANFAATAN INSENTIF PEMUNGUTAN RETRIBUSI DAERAH.,http://jdih.net/bandung/web/pdfperda/PERWAL 624 TAHUN 2013.pdf
Peraturan Walikota,619,2013, PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 867 TAHUN 2010 TENTANG PETUNJUK PELAKSANAAN PEMBERIAN DAN PEMANFAATAN INSENTIF PEMUNGUTAN PAJAK DAERAH ,http://jdih.net/bandung/web/pdfperda/PERWAL 619 TAHUN 2013.pdf
Peraturan Walikota,617,2013, PEDOMAN REFORMASI BIROKRASI DI LINGKUNGAN PEMERINTAH KOTA BANDUNG ,http://jdih.net/bandung/web/pdfperda/PERWAL 617 TAHUN 2013.pdf
Peraturan Walikota,615,2013, TATA CARA PELAKSANAAN ONLINE SYSTEM ATAS DATA TRANSAKSI USAHA WAJIB PAJAK DALAM RANGKA PENGAWASAN PEMBAYARAN PAJAK DAERAH ,http://jdih.net/bandung/web/pdfperda/PERWAL 615 TAHUN 2013 .pdf
Peraturan Walikota,589,2013, PENYELENGGARAAN SALURAN SERAT OPTIK BERSAMA BAWAH TANAH ,http://jdih.net/bandung/web/pdfperda/PERWAL 589 TAHUN 2013.pdf
Peraturan Walikota,585,2013, KETENTUAN PENYELENGGARAAN UJIAN PENYESUAIAN KENAIKAN PANGKAT DAN PENCANTUMAN GELAR AKADEMIK BAGI PEGAWAI NEGERI SIPIL DAERAH DI LINGKUNGAN PEMERINTAH KOTA BANDUNG ,http://jdih.net/bandung/web/pdfperda/PERWAL 585 TAHUN 2013.pdf
Peraturan Walikota,573,2013, PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 870 TAHUN 2011 TENTANG PELIMPAHAN SEBAGIAN URUSAN WALIKOTA BANDUNG KEPADA CAMAT DAN LURAH ,http://jdih.net/bandung/web/pdfperda/PERWAL 573 TAHUN 2013.pdf
Peraturan Walikota,542,2013,"RINCIAN TUGAS POKOK, FUNGSI DAN WILYAH KERJA INSPEKTORAT KOTA BANDUNG.",http://jdih.net/bandung/web/pdfperda/Perwal NO. 542 THN 2013 TTG Tupoksi INSPEKTORAT 12 April 2013 + PKPT.pdf
Peraturan Walikota,518,2013,PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 177 TAHUN 2010 TENTANG TATA CARA PENERIMAAN PESERTA DIDIK BARU PADA TAMAN KANAK-KANAK/RAUDHATUL ATHFAL DAN SEKOLAH/MADRASAH ,http://jdih.net/bandung/web/pdfperda/PERWAL 518 TAHUN 2013.pdf
Peraturan Walikota,493,2013,RENCANA KERJA PEMBANGUNAN DAERAH (RKPD) KOTA BANDUNG TAHUN 2014.,http://jdih.net/bandung/web/pdfperda/PERWAL 493 TAHUN 2013 .pdf
Peraturan Walikota,457,2013,PETUNJUK TEKNIS JAMINAN PEMBIAYAAN PELAYANAN KESEHATAN MASYARAKAT MISKIN DI LUAR KUOTAB JAMINAN KESEHATAN MASYARAKAT KOTA BANDUNG TAHUN ANGGARAN 2013.,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 457 THN 2013 Perwal Jamkesmas.zip
Peraturan Walikota,323,2013,BATAS USIA PENSIUN PEJABAT STRUKTURAL ESELON II.,http://jdih.net/bandung/web/pdfperda/PERWAL 323 TAHUN 2013.pdf
Peraturan Walikota,318,2013,"PETUNJUK PELAKSANAAN PENGELOLAAN BANTUAN OPERASIONAL SEKOLAH KOTA BANDUNG, BANTUAN WALIKOTA KHUSUS SEKOLAH, DAN BANTUAN WALIKOTA KHUSUS MAHASISWA PADA PENYELENGGARAAN PROGRAM SEKOLAH GRATIS TAHUN ANGGARAN 2013",http://jdih.net/bandung/web/pdfperda/PERWAL 318 THN 2013.pdf
Peraturan Walikota,316,2013,TARIF JASA PENGELOLAAN SAMPAH,http://jdih.net/bandung/web/pdfperda/Perwal NO. 316 THN 2013 TTG TARIF PENGELOLAAN SAMPAH.pdf
Peraturan Walikota,309,2013,PERUBAHAN ATAS PERATURAN WALIKOTA NOMOR 887 TAHUN 2012 TENTANG PETUNJUK TEKNIS DAN TATA CARA PEMUNGUTAN PAJAK BUMI DAN BANGUNAN,http://jdih.net/bandung/web/pdfperda/PERWAL 309 TAHUN 2013.pdf
Peraturan Walikota,308,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 393 TAHUN 2012 TENTANG TATA CARA PEROLEHAN HAK ATAS TANAH DAN BANGUNAN.,http://jdih.net/bandung/web/pdfperda/PERWAL NO 308 TAHUN 2013.pdf
Peraturan Walikota,307,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 392 TAHUN 2012 TENTANG TATA CARA PEMUNGUTAN PAJAK AIR TANAH.,http://jdih.net/bandung/web/pdfperda/Perwal NO. 307 THN 2013 TTG.Pajak Air Tanah.pdf
Peraturan Walikota,306,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 391 TAHUN 2012 TENTANG TATA CARA PEMUNGUTAN PAJAK PARKIR.,http://jdih.net/bandung/web/pdfperda/PERWAL NO. 306 THN 2013 TTG. PAJAK PARKIR.pdf
Peraturan Walikota,304,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 389 TAHUN 2012 TENTANG TATA CARA PEMUNGUTAN PAJAK REKLAME.,http://jdih.net/bandung/web/pdfperda/PERWAL 304 TAHUN 2013.pdf
Peraturan Walikota,303,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 388 TAHUN 2012 TENTANG TATA CARA PEMUNGUTAN PAJAK HIBURAN.,http://jdih.net/bandung/web/pdfperda/PERWAL NOMOR 303 TAHUN 2013.pdf
Peraturan Walikota,302,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 387 TAHUN 2012 TENTANG TATA CARA PEMUNGUTAN PAJAK RESTORAN,http://jdih.net/bandung/web/pdfperda/PERWAL NO 302 TAHUN 2013.pdf
Peraturan Walikota,301,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 386 TAHUN 2012 TENTANG TATA CARA PEMUNGUTAN PAJAK HOTEL.,http://jdih.net/bandung/web/pdfperda/PERWAL NO 301 TAHUN 2013.pdf
Peraturan Walikota,300,2013,"TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA BADAN PELAYANAN PERIJINAN TERPADU KOTA BANDUNG.",http://jdih.net/bandung/web/pdfperda/PERWAL NO 300 THN 2013.pdf
Peraturan Walikota,299,2013,"TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH KOTA BANDUNG.",http://jdih.net/bandung/web/pdfperda/PERWAL NO 299 THN 2013.pdf
Peraturan Walikota,298,2013,"TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA SEKRETARIAT DAERAH KOTA BANDUNG.",http://jdih.net/bandung/web/pdfperda/PERWAL NO 298 THN 2013.pdf
Peraturan Walikota,297,2013,"TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA DINAS PENCEGAHAN DAN PENANGGULANGAN KEBAKARAN KOTA BANDUNG.",http://jdih.net/bandung/web/pdfperda/PERWAL NO 297 THN 2013.pdf
Peraturan Walikota,296,2013,"TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA SATUAN POLISI PAMAONG PRAJA KOTA BANDUNG.",http://jdih.net/bandung/web/pdfperda/PERWAL NO 296 THN 2013.pdf
Peraturan Walikota,294,2013,"TUGAS POKOK, FUNGSI, URAIAN TUGAS DAN TATA KERJA DINAS PELAYANAN PAJAK KOTA BANDUNG.",http://jdih.net/bandung/web/pdfperda/PERWAL 294 TAHUN 2013.pdf
Peraturan Walikota,288,2013, PERUBAHAN KEDUA ATAS PERATURAN WALIKOTA BANDUNG NOMOR 413 TAHUN 2010 TENTANG PEMBENTUKAN DAN SUSUNAN ORGANISASI UNIT PELAKSANA TEKNIS PADA LEMBAGA TEKNIS DAN DINAS DAERAH DI LINGKUNGAN PEMERINTAH KOTA BANDUNG ,http://jdih.net/bandung/web/pdfperda/PERWAL 288 THN 2013.pdf
Peraturan Walikota,272,2013,PERUBAHAN ATAS PERATURAN WALIKOTA BANDUNG NOMOR 867 TAHUN 2010 TENTANG PETUNJUK PELAKSANAAN PEMBERIAN DAN PEMANFAATAN INSENTIF PEMUNGUTAN PAJAK DAERAH.,http://jdih.net/bandung/web/pdfperda/PERWAL NO 272 THN 2013.pdf
Peraturan Walikota,271,2013,PENYALURAN PUPUK BERSUBSIDI UNTUK SEKTOR PERTANIAN DI KOTA BANDUNG TAHUN 2013.,http://jdih.net/bandung/web/pdfperda/PERWAL 271 THN 2013 PUPUK.pdf
Peraturan Walikota,270,2013,PENGATURAN TARIF PELAYANAN AIR MINUM DAN AIR LIMBAH PADA PERUSAHAAN DAERAH AIR MINUM TIRTAWENING KOTA BANDUNG.,http://jdih.net/bandung/web/pdfperda/PERWAL 270 THN 2013 TARIF PELAYANAN AIR MINUM DAN AIR LIMBAH.pdf
Peraturan Walikota,257,2013,BELANJA SUBSIDI KEPADA PERUSAHAAN UMUM BADAN URUSAN LOGISTIK SUB DIVISI REGIONAL BANDUNG TAHUN ANGGARAN 2013,http://jdih.net/bandung/web/pdfperda/Perwal NO. 257 THN 2013 Subsidi Bulog 1.pdf
Peraturan Walikota,216,2013,PETUNJUK PELAKSANAAN PERATURAN DAERAH KOTA BANDUNG NOMOR 11 TAHUN 2012 TENTANG PENYELENGGARAAN DAN RETRIBUSI RUMAH POTONG HEWAN.,http://jdih.net/bandung/web/pdfperda/PERWAL 216 TAHUN 2013.pdf
Peraturan Walikota,193,2013,STANDAR PELAYANAN MINIMAL RUMAH SAKIT UMUM DAERAH KOTA BANDUNG.,http://jdih.net/bandung/web/pdfperda/PERWAL193 TAHUN 2013.zip
Peraturan Walikota,131,2013,BELANJA SUBSIDI KEPADA PERUSAHAAN DAERAH KEBERSIHAN KOTA BANDUNG TAHUN ANGGARAN 2013.,http://jdih.net/bandung/web/pdfperda/PERWAL 131 THN 2013 SUBSIDI PD.pdf
Peraturan Daerah,10,2013,PENYELENGGARAAN USAHA WARALABA.,http://jdih.net/bandung/web/pdfperda/PERDA 10-2013 WARALABA.pdf
Peraturan Daerah,9,2013,ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2013.,http://jdih.net/bandung/web/pdfperda/PERDA 09-2013 APBD 2013.pdf
Peraturan Daerah,8,2013,PERUBAHAN PERATURAN DAERAH KOTA BANDUNG NOMOR 02 TAHUN 2007 TENTANG PERUSAHAAN DAERAH PASAR BERMARTABAT KOTA BANDUNG.,http://jdih.net/bandung/web/pdfperda/PERDA 08-2013 PD PASAR.pdf
