"nomor_registrasi","alamat_lokasi","nama_kelurahan","nama_kecamatan"
"0310/KRK-DISTARCIP/I-2016","PROPELAT BARAT III","Margasari","Buahbatu"
"0241/KRK-DISTARCIP/I-2016","BAHAGIA PERMAI X","Margasari","Buahbatu"
"0237/KRK-DISTARCIP/I-2016","PROPELAT BARAT 1","Margasari","Buahbatu"
"0235/KRK-DISTARCIP/I-2016","PROPELAT TIMUR I","Margasari","Buahbatu"
"0234/KRK-DISTARCIP/I-2016","PROPELAT TIMUR I","Margasari","Buahbatu"
"0144/KRK-DISTARCIP/I-2016","KIARA SARI PERMAI","Margasari","Buahbatu"
"0084/KRK-DISTARCIP/I-2016","BLOK CIPAGALO","Margasari","Buahbatu"
"0054/KRK-DISTARCIP/I-2016","KO.BAHAGIA PERMAI X 2","Margasari","Buahbatu"
"0001/KRK-DISTARCIP/I-2016","GRIYA KUNING ASRI BLOK G NO.10A","Margasari","Buahbatu"
"2429/KRK-DISTARCIP/VI-2016","SOEKARNO HATTA NO. 576","Sekejati","Buahbatu"
"2401/KRK-DISTARCIP/VI-2016","SOEKARNO HATTA NO,550","Sekejati","Buahbatu"
"2320/KRK-DISTARCIP/VI-2016","URANUS UTAMA A-III NO 45","Sekejati","Buahbatu"
"2273/KRK-DISTARCIP/VI-2016","CIDURIAN SELATAN BANDUNG","Sekejati","Buahbatu"
"2244/KRK-DISTARCIP/VI-2016","RANCABOLANG","Sekejati","Buahbatu"
"2222/KRK-DISTARCIP/VI-2016","CIJAWURA GIRANG II JAYAGIRI UTARA NO.23(KAV.12)","Sekejati","Buahbatu"
"2203/KRK-DISTARCIP/VI-2016","SATURNUS BARAT IV NO 3","Sekejati","Buahbatu"
"2152/KRK-DISTARCIP/VI-2016","JL GALAXY RAYA","Sekejati","Buahbatu"
"2056/KRK-DISTARCIP/V-2016","SOEKARNO HATTA NO.528 (SEKEJATI)","Sekejati","Buahbatu"
"2009/KRK-DISTARCIP/V-2016","RANCABOLANG","Sekejati","Buahbatu"
"1986/KRK-DISTARCIP/V-2016","CIDURIAN SELATAN NO. 52","Sekejati","Buahbatu"
"1980/KRK-DISTARCIP/V-2016","URANUS UTAMA VI NO. 66","Sekejati","Buahbatu"
"1960/KRK-DISTARCIP/V-2016","METEOR RAYA","Sekejati","Buahbatu"
"1948/KRK-DISTARCIP/V-2016","JAYAGIRI SELATAN NO.2(KAV.54)CIJAWURA GIRANG II","Sekejati","Buahbatu"
"1945/KRK-DISTARCIP/V-2016","JAYAGIRI UTARA NO.7(KAV.04) CIJAWURA GIRANG II","Sekejati","Buahbatu"
"1856/KRK-DISTARCIP/V-2016","ANDROMEDA ASRI NO. 38 MARGAHAYU RAYA BARAT","Sekejati","Buahbatu"
"1886/KRK-DISTARCIP/V-2016","METEOR TENGAH 1 BLOK L2/55 BANDUNG","Sekejati","Buahbatu"
"1884/KRK-DISTARCIP/V-2016","YUPITER TIMUR C2 II","Sekejati","Buahbatu"
"1642/KRK-DISTARCIP/IV-2016","YUPITER BARAT 16 NO.47","Sekejati","Buahbatu"
"1666/KRK-DISTARCIP/IV-2016","NEPTUNUS TIMUR I NO. 38","Sekejati","Buahbatu"
"1850/KRK-DISTARCIP/V-2016","CIJAWURA GIRANG V NO. A 18","Sekejati","Buahbatu"
"1716/KRK-DISTARCIP/IV-2016","NEPTUNUS RAYA K-II NO. 76","Sekejati","Buahbatu"
"1715/KRK-DISTARCIP/IV-2016","GALAXY II NO. 67","Sekejati","Buahbatu"
"1697/KRK-DISTARCIP/IV-2016","ANDROMEDA BLOK L2A NO 53","Sekejati","Buahbatu"
"1694/KRK-DISTARCIP/IV-2016","YUPITER BARAT VII-2 NO. 41","Sekejati","Buahbatu"
"1134/KRK-DISTARCIP/III-2016","SOEKARNO HATTA","Sekejati","Buahbatu"
"1638/KRK-DISTARCIP/IV-2016","ANDROMEDA BLOK. L-II A NO. 28 KOMP. MARGAHAYU RAYA","Sekejati","Buahbatu"
"1624/KRK-DISTARCIP/IV-2016","RANCA BOLANG / BLOK RANCA BOLANG NO 12","Sekejati","Buahbatu"
"1615/KRK-DISTARCIP/IV-2016","JUPITER J II / 14","Sekejati","Buahbatu"
"1605/KRK-DISTARCIP/IV-2016","KOMP.MARGAHAYU RAYA","Sekejati","Buahbatu"
"1603/KRK-DISTARCIP/IV-2016","SOEKARNO HATTA NO. 550","Sekejati","Buahbatu"
"1528/KRK-DISTARCIP/IV-2016","KP CIJAWURA GIRANG V NO 50","Sekejati","Buahbatu"
"1437/KRK-DISTARCIP/IV-2016","URANUS UTAMA A III/89","Sekejati","Buahbatu"
"1409/KRK-DISTARCIP/IV-2016","JALAN SOEKARNO HATTA NO. 532","Sekejati","Buahbatu"
"1335/KRK-DISTARCIP/IV-2016","URANUS TENGAH I B-III NO 114","Sekejati","Buahbatu"
"1337/KRK-DISTARCIP/IV-2016","CIDURIAN SELATAN I NO.17 KOTA BANDUNG","Sekejati","Buahbatu"
"1200/KRK-DISTARCIP/III-2016","KOMP.METEOR GARDEN PERMAI KAV 10-11","Sekejati","Buahbatu"
"1176/KRK-DISTARCIP/III-2016","IBRAHIM ADJIE NO. 5","Sekejati","Buahbatu"
"1037/KRK-DISTARCIP/III-2016","SOEKARNO HATTA N0-538","Sekejati","Buahbatu"
"1034/KRK-DISTARCIP/III-2016","SOEKARNO HATTA NO. 705","Sekejati","Buahbatu"
"0953/KRK-DISTARCIP/III-2016","KP. RANCABOLANG BARAT / JL. JUPITER RAYA BLOK I","Sekejati","Buahbatu"
"0803/KRK-DISTARCIP/II-2016","JUPITER TENGAH I","Sekejati","Buahbatu"
"0784/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-53","Sekejati","Buahbatu"
"0781/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-19","Sekejati","Buahbatu"
"0780/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-18","Sekejati","Buahbatu"
"0774/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-56","Sekejati","Buahbatu"
"0773/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-10","Sekejati","Buahbatu"
"0772/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-54","Sekejati","Buahbatu"
"0759/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-20","Sekejati","Buahbatu"
"0755/KRK-DISTARCIP/II-2016","CIJAWURA GIRANG KAV C-55","Sekejati","Buahbatu"
"0467/KRK-DISTARCIP/II-2016","KOMP. MARGAHAYU RAYA BARAT DIII-10","Sekejati","Buahbatu"
"0453/KRK-DISTARCIP/II-2016","URANUS C III NO. 116","Sekejati","Buahbatu"
"0403/KRK-DISTARCIP/II-2016","CIDURIAN SELATAN","Sekejati","Buahbatu"
"0376/KRK-DISTARCIP/I-2016","CIJAWURA GIRANG II NO. 2 BANDUNG","Sekejati","Buahbatu"
"0182/KRK-DISTARCIP/I-2016","KP.RANCABOLANG BARAT","Sekejati","Buahbatu"
"0167/KRK-DISTARCIP/I-2016","JL.URANUS UTAMA B-III/117 KOTA BANDUNG","Sekejati","Buahbatu"
"2405/KRK-DISTARCIP/VI-2016","CIGADUNG SELATAN III","Cigadung","Cibeunying Kaler"
"2335/KRK-DISTARCIP/VI-2016","CIGADUNG RAYA TIMUR NO. 61","Cigadung","Cibeunying Kaler"
"2292/KRK-DISTARCIP/VI-2016","LAMDA NO. 35","Cigadung","Cibeunying Kaler"
"2078/KRK-DISTARCIP/V-2016","CIGADUNG RAYA BARAT","Cigadung","Cibeunying Kaler"
"1975/KRK-DISTARCIP/V-2016","CIGADUNG SELATAN VI","Cigadung","Cibeunying Kaler"
"1931/KRK-DISTARCIP/V-2016","KO. CIGADUNG GREEN LAND K - 41 (JL. CIGADUNG RAYA TENGAH)","Cigadung","Cibeunying Kaler"
"1930/KRK-DISTARCIP/V-2016","KO. CIGADUNG GREEN LAND R-1","Cigadung","Cibeunying Kaler"
"1889/KRK-DISTARCIP/V-2016","ALAM KANAYAKAN","Cigadung","Cibeunying Kaler"
"1704/KRK-DISTARCIP/IV-2016","BLOK SEKEMIRUNG","Cigadung","Cibeunying Kaler"
"1595/KRK-DISTARCIP/IV-2016","PESANTREN NO 39","Cigadung","Cibeunying Kaler"
"1594/KRK-DISTARCIP/IV-2016","CIGADUNG RAYA TIMUR BELAKANG (SEKEMIRUNG IV)","Cigadung","Cibeunying Kaler"
"1588/KRK-DISTARCIP/IV-2016","SEKEMIRUNG IV","Cigadung","Cibeunying Kaler"
"1515/KRK-DISTARCIP/IV-2016","TERUSAN EKOLOGI","Cigadung","Cibeunying Kaler"
"1312/KRK-DISTARCIP/III-2016","CIGADUNG RAYA TENGAH","Cigadung","Cibeunying Kaler"
"1016/KRK-DISTARCIP/III-2016","ALAM KANAYAKAN KAV 50","Cigadung","Cibeunying Kaler"
"1195/KRK-DISTARCIP/III-2016","LAMDA NO. 35","Cigadung","Cibeunying Kaler"
"1161/KRK-DISTARCIP/III-2016","BIOLOGI NO.5","Cigadung","Cibeunying Kaler"
"1000/KRK-DISTARCIP/III-2016","CIGADUNG VALLEY RESIDENCE II KAV NO 3","Cigadung","Cibeunying Kaler"
"0984/KRK-DISTARCIP/III-2016","KISMIS NO. 13","Cigadung","Cibeunying Kaler"
"0670/KRK-DISTARCIP/II-2016","JALAN CIGADUNG KOMP.CIGADUNG VALLEY RESIDENCE II KAV. NO. 2","Cigadung","Cibeunying Kaler"
"0866/KRK-DISTARCIP/III-2016","CIGADUNG RAYA TENGAH NO.18","Cigadung","Cibeunying Kaler"
"0837/KRK-DISTARCIP/III-2016","EKOLOGI NO.17","Cigadung","Cibeunying Kaler"
"0794/KRK-DISTARCIP/II-2016","CIGADUNG RAYA BARAT","Cigadung","Cibeunying Kaler"
"0712/KRK-DISTARCIP/II-2016","CIGADUNG RAYA TIMUR BELAKANG (SEKEMIRUNG IV)","Cigadung","Cibeunying Kaler"
"0640/KRK-DISTARCIP/II-2016","CIGADUNG","Cigadung","Cibeunying Kaler"
"0540/KRK-DISTARCIP/II-2016","LAMDA NO. 2B","Cigadung","Cibeunying Kaler"
"0528/KRK-DISTARCIP/II-2016","BOJONG KULON","Cigadung","Cibeunying Kaler"
"0365/KRK-DISTARCIP/I-2016","CIKONDANG NO. 65","Cigadung","Cibeunying Kaler"
"0348/KRK-DISTARCIP/I-2016","JL.TERUSAN EKOLOGI NO.13-B","Cigadung","Cibeunying Kaler"
"0215/KRK-DISTARCIP/I-2016","CUKANG KAWUNG","Cigadung","Cibeunying Kaler"
"0133/KRK-DISTARCIP/I-2016","KP.SEKEMIRUNG KIDUL","Cigadung","Cibeunying Kaler"
"0101/KRK-DISTARCIP/I-2016","CIGADUNG RAYA BARAT","Cigadung","Cibeunying Kaler"
"0100/KRK-DISTARCIP/I-2016","CIGADUNG RAYA BARAT","Cigadung","Cibeunying Kaler"
"0020/KRK-DISTARCIP/I-2016","JALAN CIGADUNG RAYA TENGAH/CIGADUNG VALLEY","Cigadung","Cibeunying Kaler"
"0013/KRK-DISTARCIP/I-2016","CIGADUNG RAYA TENGAH/CIGADUNG VALLEY","Cigadung","Cibeunying Kaler"
"2280/KRK-DISTARCIP/VI-2016","MUARARAJEUN BARU I NO. 9","Cihaurgeulis","Cibeunying Kaler"
"2193/KRK-DISTARCIP/VI-2016","SURAPATI NO. 24","Cihaurgeulis","Cibeunying Kaler"
"1846/KRK-DISTARCIP/V-2016","PAHLAWAN NO. 17","Cihaurgeulis","Cibeunying Kaler"
"1729/KRK-DISTARCIP/IV-2016","JL. MILENIA NO. 28","Cihaurgeulis","Cibeunying Kaler"
"1407/KRK-DISTARCIP/IV-2016","MUARARAJEUN KALER NO.22","Cihaurgeulis","Cibeunying Kaler"
"0538/KRK-DISTARCIP/II-2016","PAHLAWAN GG SUKALUYU I","Cihaurgeulis","Cibeunying Kaler"
"2364/KRK-DISTARCIP/VI-2016","CIKUTRA BARU X NO.21","Neglasari","Cibeunying Kaler"
"2272/KRK-DISTARCIP/VI-2016","CIKUTRA NO.169","Neglasari","Cibeunying Kaler"
"1664/KRK-DISTARCIP/IV-2016","CIKUTRA BARU V NO. 17","Neglasari","Cibeunying Kaler"
"1454/KRK-DISTARCIP/IV-2016","CIKUTRA BARU IV NO. 11","Neglasari","Cibeunying Kaler"
"0942/KRK-DISTARCIP/III-2016","CIKUTRA BARU VIII","Neglasari","Cibeunying Kaler"
"0117/KRK-DISTARCIP/I-2016","JALAN NEGLASARI IV NO. 40 KOTA BANDUNG","Neglasari","Cibeunying Kaler"
"0219/KRK-DISTARCIP/I-2016","CIKUTRA 171","Neglasari","Cibeunying Kaler"
"0093/KRK-DISTARCIP/I-2016","GG. NEGLASARI NO. 133","Neglasari","Cibeunying Kaler"
"1501/KRK-DISTARCIP/IV-2016","RERENG MANIS &JL SIDOMUKTI","Sukaluyu","Cibeunying Kaler"
"1219/KRK-DISTARCIP/III-2016","KAWUNG UNGU NO. 18","Sukaluyu","Cibeunying Kaler"
"1188/KRK-DISTARCIP/III-2016","BATIK KUMELI NO. 251","Sukaluyu","Cibeunying Kaler"
"1099/KRK-DISTARCIP/III-2016","GG.GAGAK I 242/144C","Sukaluyu","Cibeunying Kaler"
"1035/KRK-DISTARCIP/III-2016","CIKUTRA BARAT 7","Sukaluyu","Cibeunying Kaler"
"0927/KRK-DISTARCIP/III-2016","SURAPATI","Sukaluyu","Cibeunying Kaler"
"2137/KRK-DISTARCIP/V-2016","GG. SUKAAMAN II 204/143C","Cicadas","Cibeunying Kidul"
"0405/KRK-DISTARCIP/II-2016","AWIBITUNG NO. 46","Cicadas","Cibeunying Kidul"
"0078/KRK-DISTARCIP/I-2016","AWI BITUNG NO.9","Cicadas","Cibeunying Kidul"
"2368/KRK-DISTARCIP/VI-2016","CIKUTRA NO.89 D","Cikutra","Cibeunying Kidul"
"2167/KRK-DISTARCIP/VI-2016","P.H.H. MUSTOPA NO. 82","Cikutra","Cibeunying Kidul"
"2004/KRK-DISTARCIP/V-2016","CIKUTRA NO. 7","Cikutra","Cibeunying Kidul"
"1462/KRK-DISTARCIP/IV-2016","SUKADAMAI NO. 24","Cikutra","Cibeunying Kidul"
"1193/KRK-DISTARCIP/III-2016","BLOK LEMBAH NEUNDEUT ( JL. SUKARAJIN III NO. 15A )","Cikutra","Cibeunying Kidul"
"1172/KRK-DISTARCIP/III-2016","JALAN CIKUTRA 109","Cikutra","Cibeunying Kidul"
"0980/KRK-DISTARCIP/III-2016","SEKEPANJANG III 8A","Cikutra","Cibeunying Kidul"
"2393/KRK-DISTARCIP/VI-2016","JEND. A YANI NO. 841+843","Padasuka","Cibeunying Kidul"
"2310/KRK-DISTARCIP/VI-2016","NEGLASARI SELATAN NO.16","Padasuka","Cibeunying Kidul"
"1776/KRK-DISTARCIP/V-2016","M. ENTO NO. 13","Padasuka","Cibeunying Kidul"
"1516/KRK-DISTARCIP/IV-2016","JEND A YANI","Padasuka","Cibeunying Kidul"
"1143/KRK-DISTARCIP/III-2016","JEND. AHMAD YANI NO 831","Padasuka","Cibeunying Kidul"
"1020/KRK-DISTARCIP/III-2016","AHMAD YANI","Padasuka","Cibeunying Kidul"
"0511/KRK-DISTARCIP/II-2016","JEND A YANI BLK 767","Padasuka","Cibeunying Kidul"
"0298/KRK-DISTARCIP/I-2016","GG. SUKAPADA","Padasuka","Cibeunying Kidul"
"0083/KRK-DISTARCIP/I-2016","JEND AHMAD YANI NO 703","Padasuka","Cibeunying Kidul"
"2426/KRK-DISTARCIP/VI-2016","PADASUKA BBK CIHAPIT II NO.12","Pasirlayung","Cibeunying Kidul"
"2409/KRK-DISTARCIP/VI-2016","JL. ASRI/JL. TERUSAN CIMUNCANG","Pasirlayung","Cibeunying Kidul"
"2114/KRK-DISTARCIP/V-2016","MEKAR 1 NO 10","Pasirlayung","Cibeunying Kidul"
"2092/KRK-DISTARCIP/V-2016","PADASUKA NO. 26","Pasirlayung","Cibeunying Kidul"
"2030/KRK-DISTARCIP/V-2016","MEKAR II","Pasirlayung","Cibeunying Kidul"
"2029/KRK-DISTARCIP/V-2016","MEKAR II","Pasirlayung","Cibeunying Kidul"
"1766/KRK-DISTARCIP/IV-2016","KOMP.GREEN VALLEY RESIDENCE A-18","Pasirlayung","Cibeunying Kidul"
"1765/KRK-DISTARCIP/IV-2016","KOMP.GREEN VALLEY RESIDENCE A-17","Pasirlayung","Cibeunying Kidul"
"1413/KRK-DISTARCIP/IV-2016","PASIRLAYUNG","Pasirlayung","Cibeunying Kidul"
"1214/KRK-DISTARCIP/III-2016","BABAKAN SUKATMA NO. 35/210 A","Pasirlayung","Cibeunying Kidul"
"0989/KRK-DISTARCIP/III-2016","UTAMA NO 24","Pasirlayung","Cibeunying Kidul"
"0995/KRK-DISTARCIP/III-2016","GG. BABAKAN SUKATMA 99/210A","Pasirlayung","Cibeunying Kidul"
"0563/KRK-DISTARCIP/II-2016","PASIRLAYUNG UTARA I NO.5","Pasirlayung","Cibeunying Kidul"
"0546/KRK-DISTARCIP/II-2016","JALAN PADASUKA","Pasirlayung","Cibeunying Kidul"
"0514/KRK-DISTARCIP/II-2016","PASIRLAYUNG UTARA III NO. 4","Pasirlayung","Cibeunying Kidul"
"0389/KRK-DISTARCIP/II-2016","PADASUKA NO. 118","Pasirlayung","Cibeunying Kidul"
"0240/KRK-DISTARCIP/I-2016","PADASUKA NO.125","Pasirlayung","Cibeunying Kidul"
"0075/KRK-DISTARCIP/I-2016","KOMP. SURAPATI CORE 17","Pasirlayung","Cibeunying Kidul"
"0022/KRK-DISTARCIP/I-2016","PASIRLAYUNG UTARA VI NO. 1","Pasirlayung","Cibeunying Kidul"
"0021/KRK-DISTARCIP/I-2016","PASIR LAYUNG SELATAN","Pasirlayung","Cibeunying Kidul"
"2051/KRK-DISTARCIP/V-2016","GG. RAHARJA NO. 7 / 41","Sukamaju","Cibeunying Kidul"
"2010/KRK-DISTARCIP/V-2016","GG. SADIREJA NO. 315","Sukamaju","Cibeunying Kidul"
"1599/KRK-DISTARCIP/IV-2016","SADIREJA NO 326/41","Sukamaju","Cibeunying Kidul"
"1596/KRK-DISTARCIP/IV-2016","CIWAREGU NO. 11","Sukamaju","Cibeunying Kidul"
"1248/KRK-DISTARCIP/III-2016","CIWAREGU NO. 41 / JL. CITAMIANG","Sukamaju","Cibeunying Kidul"
"1100/KRK-DISTARCIP/III-2016","GAGAK I 242/144C","Sukamaju","Cibeunying Kaler"
"1059/KRK-DISTARCIP/III-2016","CIWAREGU NO. 11A","Sukamaju","Cibeunying Kidul"
"0400/KRK-DISTARCIP/II-2016","CITAMIANG NO. 61","Sukamaju","Cibeunying Kidul"
"0379/KRK-DISTARCIP/I-2016","CIWAREGU 17 A","Sukamaju","Cibeunying Kidul"
"2300/KRK-DISTARCIP/VI-2016","KP.BOJONG KONENG","Sukapada","Cibeunying Kidul"
"2219/KRK-DISTARCIP/VI-2016","BABAKAN MANDIRI","Sukapada","Cibeunying Kidul"
"2026/KRK-DISTARCIP/V-2016","PHH.MUSTOPA NO.87 KOTA BANDUNG","Sukapada","Cibeunying Kidul"
"1828/KRK-DISTARCIP/V-2016","GG. RUKUN 3 BLOK BOJONG KONENG","Sukapada","Cibeunying Kidul"
"1696/KRK-DISTARCIP/IV-2016","GG. KAMAS II NO.168","Sukapada","Cibeunying Kidul"
"1656/KRK-DISTARCIP/IV-2016","CIKUTRA NO 174","Sukapada","Cibeunying Kidul"
"1209/KRK-DISTARCIP/III-2016","KP. BABAKAN BARU / JL. BOJONG KONENG MAKMUR","Sukapada","Cibeunying Kidul"
"1285/KRK-DISTARCIP/III-2016","PURI ASRI KAV E 4","Sukapada","Cibeunying Kidul"
"0951/KRK-DISTARCIP/III-2016","KP. PASIRLEUTIK/ BLOK SUKAPADA","Sukapada","Cibeunying Kidul"
"0939/KRK-DISTARCIP/III-2016","BOJONG KONENG MAKMUR RAYA-07","Sukapada","Cibeunying Kidul"
"0922/KRK-DISTARCIP/III-2016","CIKUTRA","Sukapada","Cibeunying Kidul"
"0589/KRK-DISTARCIP/II-2016","JL.BUMI ASRI III","Sukapada","Cibeunying Kidul"
"0520/KRK-DISTARCIP/II-2016","PHH. MUSTOPHA","Sukapada","Cibeunying Kidul"
"0496/KRK-DISTARCIP/II-2016","PASIRLEUTIK KOMPLEK D.U.","Sukapada","Cibeunying Kidul"
"0413/KRK-DISTARCIP/II-2016","BOJONG KONENG NO.16","Sukapada","Cibeunying Kidul"
"0381/KRK-DISTARCIP/I-2016","BOJONG KONENG RT. 002 RW. 014","Sukapada","Cibeunying Kidul"
"0291/KRK-DISTARCIP/I-2016","BOJONGKONENG","Sukapada","Cibeunying Kidul"
"0218/KRK-DISTARCIP/I-2016","JL.BABAKAN BARU NO 45 KOTA BANDUNG","Sukapada","Cibeunying Kidul"
"0199/KRK-DISTARCIP/I-2016","BUMI ASRI III","Sukapada","Cibeunying Kidul"
"2151/KRK-DISTARCIP/VI-2016","KOMP.VIJAYAKUSUMA BLOK A NO.96","Cipadung","Cibiru"
"1900/KRK-DISTARCIP/V-2016","CIGAGAK","Cipadung","Cibiru"
"1849/KRK-DISTARCIP/V-2016","KRIDA NUSANTARA BLOK RUKANTA","Cipadung","Cibiru"
"1790/KRK-DISTARCIP/V-2016","KOMP. VIJAYAKUSUMA NUANSA PERMAI CIPADUNG BLOK B-09 NO. 11","Cipadung","Cibiru"
"1743/KRK-DISTARCIP/IV-2016","CIPADUNG / RUMAH CEMARA I KAV NO 12","Cipadung","Cibiru"
"1742/KRK-DISTARCIP/IV-2016","CIPADUNG / RUMAH CEMARA I KAV NO 10","Cipadung","Cibiru"
"1741/KRK-DISTARCIP/IV-2016","CIPADUNG / RUMAH CEMARA I KAV NO 11","Cipadung","Cibiru"
"1586/KRK-DISTARCIP/IV-2016","JL. KP. LIO UTARA","Cipadung","Cibiru"
"0695/KRK-DISTARCIP/II-2016","CIMENCRANG","Cipadung","Cibiru"
"0476/KRK-DISTARCIP/II-2016","PAMITRAN II KAV.NO.75","Cipadung","Cibiru"
"0029/KRK-DISTARCIP/I-2016","MANISI NO. 117 BANDUNG","Cipadung","Cibiru"
"0002/KRK-DISTARCIP/I-2016","KP. CISALATRI","Cipadung","Cibiru"
"2252/KRK-DISTARCIP/VI-2016","JL.CIGUPAKAN","Cisurupan","Cibiru"
"2207/KRK-DISTARCIP/VI-2016","KOMP/CILENGKRANG RECIDENCE CR-10","Cisurupan","Cibiru"
"1943/KRK-DISTARCIP/V-2016","CILENGKRANG I KP,CISURUPAN","Cisurupan","Cibiru"
"1779/KRK-DISTARCIP/V-2016","KP. CISURUPAN GIRANG","Cisurupan","Cibiru"
"1651/KRK-DISTARCIP/IV-2016","CILENGKRANG 1","Cisurupan","Cibiru"
"1617/KRK-DISTARCIP/IV-2016","KP. CIGUPAKAN","Cisurupan","Cibiru"
"1351/KRK-DISTARCIP/IV-2016","CIWARU","Cisurupan","Cibiru"
"1290/KRK-DISTARCIP/III-2016","KP. PASIR LUHUR","Cisurupan","Cibiru"
"1152/KRK-DISTARCIP/III-2016","CILENGKRANG I","Cisurupan","Cibiru"
"1024/KRK-DISTARCIP/III-2016","KP. CIGAGAK","Cisurupan","Cibiru"
"0936/KRK-DISTARCIP/III-2016","CILENGKRANG I","Cisurupan","Cibiru"
"0573/KRK-DISTARCIP/II-2016","TIRTAWENING NO. 116","Cisurupan","Cibiru"
"0402/KRK-DISTARCIP/II-2016","BLOK CILENGKRANG/ JL. PASANGGRAHAN F I","Cisurupan","Cibiru"
"1951/KRK-DISTARCIP/V-2016","KP GANDOL","Palasari","Cibiru"
"1950/KRK-DISTARCIP/V-2016","KP GANDOL","Palasari","Cibiru"
"1123/KRK-DISTARCIP/III-2016","KUSUMA NUSANTARA II NO.18 BANDUNG","Palasari","Cibiru"
"0959/KRK-DISTARCIP/III-2016","KOMP MANGLAYANG SARI A 09B/09","Palasari","Cibiru"
"0692/KRK-DISTARCIP/II-2016","BLOK CIGAGAK,","Palasari","Cibiru"
"0636/KRK-DISTARCIP/II-2016","JL. MANGLAYANG II NO.17","Palasari","Cibiru"
"0377/KRK-DISTARCIP/I-2016","CILENGKRANG I","Palasari","Cibiru"
"0271/KRK-DISTARCIP/I-2016","CILENGKRANG II NO. 133","Palasari","Cibiru"
"2218/KRK-DISTARCIP/VI-2016","SUKASARI I NO. 11 KOTA BANDUNG","Pasir Biru","Cibiru"
"2038/KRK-DISTARCIP/V-2016","MANISI ( BLOK JATIKALER )","Pasir Biru","Cibiru"
"1865/KRK-DISTARCIP/V-2016","CIKUDA","Pasir Biru","Cibiru"
"1574/KRK-DISTARCIP/IV-2016","BABAKAN SARI","Pasir Biru","Cibiru"
"1418/KRK-DISTARCIP/IV-2016","KP. SUKASARI /JL. PASIR BIRU","Pasir Biru","Cibiru"
"1049/KRK-DISTARCIP/III-2016","CIKUDA","Pasir Biru","Cibiru"
"0731/KRK-DISTARCIP/II-2016","KP. SUKASARI","Pasir Biru","Cibiru"
"0023/KRK-DISTARCIP/I-2016","MANISI NO. 8 B","Pasir Biru","Cibiru"
"2200/KRK-DISTARCIP/VI-2016","SATRUGNA NO.37","Arjuna","Cicendo"
"2019/KRK-DISTARCIP/V-2016","BARATA NO. I","Arjuna","Cicendo"
"1954/KRK-DISTARCIP/V-2016","TETS PURABAYA","Arjuna","Cicendo"
"1450/KRK-DISTARCIP/IV-2016","JL.KRESNA NO.52","Arjuna","Cicendo"
"1424/KRK-DISTARCIP/IV-2016","BIMA NO. 10","Arjuna","Cicendo"
"1261/KRK-DISTARCIP/III-2016","SEMAR NO. 7","Arjuna","Cicendo"
"1220/KRK-DISTARCIP/III-2016","SEMAR DALAM V NO. 144/66","Arjuna","Cicendo"
"0974/KRK-DISTARCIP/III-2016","KRESNA NO. 48","Arjuna","Cicendo"
"0895/KRK-DISTARCIP/III-2016","KRESNA NO. 46","Arjuna","Cicendo"
"0820/KRK-DISTARCIP/II-2016","BIMA NO. 10","Arjuna","Cicendo"
"0646/KRK-DISTARCIP/II-2016","PENDAWA NO 5","Arjuna","Cicendo"
"0499/KRK-DISTARCIP/II-2016","BIMA NO. 10","Arjuna","Cicendo"
"0303/KRK-DISTARCIP/I-2016","BIMA 1 A","Arjuna","Cicendo"
"1916/KRK-DISTARCIP/V-2016","SUPADIO NO. 73","Husein Sastranegara","Cicendo"
"0034/KRK-DISTARCIP/I-2016","ISTANA REGENSI I A-2 NO. 1","Husein Sastranegara","Cicendo"
"0019/KRK-DISTARCIP/I-2016","KOMODOR UDARA SUPAIDO NO. 76","Husein Sastranegara","Cicendo"
"0007/KRK-DISTARCIP/I-2016","KAVELING PERUMAHAN ISTANA REGENCY","Husein Sastranegara","Cicendo"
"2109/KRK-DISTARCIP/V-2016","BALADEWA I NO.44","Pajajaran","Cicendo"
"1782/KRK-DISTARCIP/V-2016","L.M.U I SUPARMIN NO. 1A","Pajajaran","Cicendo"
"1693/KRK-DISTARCIP/IV-2016","GG.BALADEWA II NO.15 A","Pajajaran","Cicendo"
"1231/KRK-DISTARCIP/III-2016","BALADEWA NO.5","Pajajaran","Cicendo"
"0422/KRK-DISTARCIP/II-2016","DR. JUNJUNAN DALAM II NO. 6","Pajajaran","Cicendo"
"0128/KRK-DISTARCIP/I-2016","SUKAWARNA BARU F","Pajajaran","Cicendo"
"2295/KRK-DISTARCIP/VI-2016","DR.DJUNDJUNAN NO.31","Pamoyanan","Cicendo"
"2263/KRK-DISTARCIP/VI-2016","AHMAD IV NO.26","Pamoyanan","Cicendo"
"1570/KRK-DISTARCIP/IV-2016","PANDU NO. 30","Pamoyanan","Cicendo"
"1369/KRK-DISTARCIP/IV-2016","ASTINA 26","Pamoyanan","Cicendo"
