npsn,nama,bentuk_pendidikan_nama,jenjang_pendidikan_nama,alamat_jalan,rt,rw,nama_dusun,desa_kelurahan_nama,Column,lintang,bujur,kebutuhan_khusus_nama,status_sekolah_nama,status_kepemilikan_nama
20245249,SD NEGERI PADASUKA 3,SD,SD / sederajat,Jl. Padasuka No. 90,4,5,Pasirlayung,Pasirlayung,Kec. Cibeunying Kidul,-6.8949,107.6633,Tidak ada,Aktif,Pemerintah Daerah
20244937,SDPN SETIABUDI,SD,SD / sederajat,Jl. Sarirasa Blok IV Sarijadi Bandung,4,4,,Sarijadi,Kec. Sukasari,-6.88,107.5789,Tidak ada,Aktif,Pemerintah Pusat
20244951,SD NEGERI BANDUNGKULON 4,SD,SD / sederajat,Jln Cibadak Gg. Ibu Aisah No. 16/9a Bandung,2,3,,Cibadak,Kec. Astanaanyar,-6.9216,107.5924,Tidak ada,Aktif,Pemerintah Pusat
20245140,SD NEGERI CIRATEUN,SD,SD / sederajat,Jl. Dr. Setiabudi No. 5 KM 10,2,7,,Ledeng,Kec. Cidadap,-6.8724,107.595,Tidak ada,Aktif,Pemerintah Daerah
20245824,SD NEGERI TILIL 3,SD,SD / sederajat,Jl. Puyuh No. 2,0,0,,Sadang Serang,Kec. Coblong,-6.8982,107.6231,Tidak ada,Aktif,Pemerintah Daerah
20247206,SD BIANGLALA,SD,SD / sederajat,Jl. Sari Endah 19 A Gegerkalong Hilir,4,6,Sukarasa,Sukarasa,Kec. Sukasari,-6.8756,107.5957,Tidak ada,Tidak Aktif,Yayasan
20244946,SD NEGERI BABAKAN TAROGONG 4,SD,SD / sederajat,Jl. Kh. Wahid Hasyim No. 256,2,1,,Suka Asih,Kec. Bojong Loa Kaler,-6.9385,107.5936,Tidak ada,Aktif,Pemerintah Pusat
20245088,SD NEGERI SITUGUNTING 4,SD,SD / sederajat,Jl. H. Zakaria No. 56,7,1,,Sukahaji,Kec. Babakan Ciparay,-6.9335,107.5847,Tidak ada,Aktif,Lainnya
20219528,SD AL BAROKAH,SD,SD / sederajat,Jl. Aki Padma No. 23,2,5,Babakan Ciparay,Babakan,Kec. Babakan Ciparay,-6.9277,107.5787,Tidak ada,Tidak Aktif,Yayasan
20219589,SD 2 KRISTEN PAULUS,SD,SD / sederajat,Jl. Dr. Rajiman No. 11,0,0,,Pasirkaliki,Kec. Cicendo,-6.904,107.5995,Tidak ada,Tidak Aktif,Yayasan
20219522,SD BUDI ASIH,SD,SD / sederajat,Jl. Cipagalo Girang,9,6,,Margasari,Kec. Buahbatu,-6.9519,107.6466,Tidak ada,Tidak Aktif,Yayasan
20245439,SD NEGERI ANDIR KIDUL 1,SD,SD / sederajat,Jl. A.H Nasution No. 38 A,1,3,Pakemitan,Pakemitan,Kec. Cinambo,-6.9138,107.6956,Tidak ada,Aktif,Pemerintah Daerah
20245773,SD NEGERI SINDANGLAYA 6,SD,SD / sederajat,Jl. A.H. Nasution Km.9 No. 15,1,1,,Sindang Jaya,Kec. Mandalajati,-6.905,107.6806,Tidak ada,Aktif,Pemerintah Daerah
20245139,SD NEGERI CIDADAP 2,SD,SD / sederajat,Jl. Cipaku Indah 2 No. 13 ,4,2,,Ledeng,Kec. Cidadap,-6.8634,107.5992,Tidak ada,Aktif,Pemerintah Daerah
20219884,SD TRIKARSA,SD,SD / sederajat,Jl. Samsi No. 123/125 C,1,1,,Kebon Waru,Kec. Batununggal,-6.9191,107.644,Tidak ada,Tidak Aktif,Yayasan
20245971,SD NEGERI SARIJADI 05,SD,SD / sederajat,Komp. Perum Sarijadi Blok 4 No. 100,1,3,,Sarijadi,Kec. Sukasari,-6.8782,107.5801,Tidak ada,Aktif,Pemerintah Daerah
20253348,SD ISLAM AL AZHAR 30,SD,SD / sederajat,Jl. Tirtasari I No. 1,12,9,,Sarijadi,Kec. Sukasari,-6.8996,107.6382,Tidak ada,Tidak Aktif,Yayasan
20245811,SD NEGERI TARUNA KARYA 1,SD,SD / sederajat,Jl. Cilengkrang II No. 80,4,8,,Palasari,Kec. Cibiru,-6.9219,107.7137,Tidak ada,Aktif,Pemerintah Daerah
20245537,SD NEGERI CISITU 1,SD,SD / sederajat,Jl. Sangkuriang No. 87,3,12,Dago,Dago,Kec. Coblong,-6.882,107.6094,Tidak ada,Aktif,Pemerintah Daerah
20244863,SD NEGERI GEMPOL SARI,SD,SD / sederajat,Komplek Bumi Asri E-40,7,9,Gempol Sari,Gempol Sari,Kec. Bandung Kulon,-6.9358,107.5618,Tidak ada,Aktif,Pemerintah Pusat
20245254,SD NEGERI PAMOYANAN,SD,SD / sederajat,Jl. Moch. Toha Belakang No. 325,5,5,,Ciseureuh,Kec. Regol,-6.9527,107.6118,Tidak ada,Aktif,Pemerintah Pusat
20245050,SD NEGERI NILEM 1,SD,SD / sederajat,Jl. Nilem No. 10,1,9,Lengkong,Burangrang,Kec. Lengkong,-6.936,107.6203,Tidak ada,Aktif,Pemerintah Daerah
20219812,SD SANTA URSULA,SD,SD / sederajat,Jl. Bengawan No.2,1,7,,Cihapit,Kec. Bandung Wetan,-6.9132,107.6336,Tidak ada,Tidak Aktif,Yayasan
20279824,SD KARAKTER AZ-ZAHRA,SD,SD / sederajat,Jl. Pasirlayung Asri No. 15 ,6,1,Pasirlayung,Pasirlayung,Kec. Cibeunying Kidul,-6.8966,107.6634,"C1, D",Tidak Aktif,Yayasan
20219525,SD AL FATAH,SD,SD / sederajat,Jl. Kopo Gg. Sukaleueur,7,7,Sukaleueur,Babakan Asih,Kec. Bojong Loa Kaler,-6.9437,107.5894,Tidak ada,Tidak Aktif,Yayasan
20245812,SD NEGERI TARUNA KARYA 2,SD,SD / sederajat,Jl. Galumpit No. 2,4,14,,Palasari,Kec. Cibiru,-6.9188,107.716,Tidak ada,Aktif,Pemerintah Pusat
20245024,SD NEGERI CIJAGRA 2,SD,SD / sederajat,JL. SITU LEMBANG,1,3,Cijagra,Cijagra,Kec. Lengkong,-6.9508,107.6315,Tidak ada,Aktif,Pemerintah Daerah
20246410,SD NEGERI MARGACINTA 1,SD,SD / sederajat,Jl. Marga Indah I Margacinta,2,4,Margacinta,Cijaura,Kec. Buahbatu,-6.9552,107.6422,Tidak ada,Aktif,Pemerintah Daerah
20244824,SD NEGERI BABAKANJATI 2,SD,SD / sederajat,Jl. H. Basuki No.159,4,8,,Binong,Kec. Batununggal,-6.9438,107.6412,Tidak ada,Aktif,Lainnya
20245704,SD NEGERI KIARACONDONG 7,SD,SD / sederajat,Jl. Ibrahim Adjie No. 355,1,6,-,Kebon Kangkung,Kec. Kiaracondong,-6.9333,107.643,Tidak ada,Aktif,Lainnya
20245119,SD NEGERI BOJONGKONENG 1,SD,SD / sederajat,Jl. Bojongkoneng No. 38,5,12,,Sukapada,Kec. Cibeunying Kidul,-6.9033,107.6493,Tidak ada,Aktif,Pemerintah Daerah
20219581,SD KEMALA BHAYANGKARI 1,SD,SD / sederajat,Jl. Palasari No.44,8,9,,Malabar,Kec. Lengkong,-6.9278,107.6231,Tidak ada,Tidak Aktif,Yayasan
20245016,SD NEGERI BABAKAN CIPARAY 07,SD,SD / sederajat,Jl. Caringin No.150,2,5,,Babakan Ciparay,Kec. Babakan Ciparay,-6.8915,107.5603,Tidak ada,Aktif,Pemerintah Daerah
20245133,SD NEGERI CIBEUREUM 04,SD,SD / sederajat,Jl. Asrama Kipal No. 56,5,4,,Campaka,Kec. Andir,-6.9049,107.5717,Tidak ada,Aktif,Pemerintah Daerah
20244971,SD NEGERI CITARIP BARAT 5,SD,SD / sederajat,Jl. Madesa No. 24,1,12,,Kopo,Kec. Bojong Loa Kaler,-6.9391,107.5853,Tidak ada,Aktif,Lainnya
20247251,SD SANTO ALOYSIUS SUKASARI,SD,SD / sederajat,Jl. Sukajadi 223,0,0,,,Kec. Sukasari,-6.8762,107.6043,Tidak ada,Tidak Aktif,Lainnya
20245034,SD NEGERI JAKAPURWA 1,SD,SD / sederajat,Jl. Jakapurwa No. 40,2,5,Jakapurwa,Kujangsari,Kec. Bandung Kidul,-6.9629,107.6486,Tidak ada,Aktif,Pemerintah Daerah
20245077,SD NEGERI PUTRACO INDAH,SD,SD / sederajat,Jl. Rajamantri Kaler No. 25,14,4,,Turangga,Kec. Lengkong,-6.9419,107.6323,"C1, D",Aktif,Pemerintah Daerah
20219816,SD PASUNDAN 2,SD,SD / sederajat,Jl. Babakan Ciparay No. 112/194 A,1,4,,Sukahaji,Kec. Babakan Ciparay,-6.9275,107.5854,Tidak ada,Tidak Aktif,Yayasan
20245494,SD NEGERI CILENGKRANG 1,SD,SD / sederajat,Jl. Cilengkrang I No. 134,3,5,,Cisurupan,Kec. Cibiru,-6.9136,107.7197,Tidak ada,Aktif,Pemerintah Daerah
20267930,SD SANTO ALOYSIUS BANDUNG KIDUL,SD,SD / sederajat,Jl. Batununggal Indah II/30,0,0,,,Kec. Bandung Kidul,-6.9499,107.632,Tidak ada,Tidak Aktif,Lainnya
20244934,SD NEGERI TUNAS HARAPAN 02,SD,SD / sederajat,Jl. Cijerah No. 116,6,3,,Cijerah,Kec. Bandung Kulon,-6.9215,107.5695,"C1, D",Aktif,Pemerintah Daerah
20245572,SD NEGERI GEDEBAGE,SD,SD / sederajat,Jln. Gedebage Selatan,1,5,Rukun Mulya,,Kec. Cinambo,-6.9406,107.6914,Tidak ada,Aktif,Pemerintah Daerah
20219814,SD PELITA,SD,SD / sederajat,Jl. Citamiang No. 43,13,7,,Sukamaju,Kec. Cibeunying Kidul,-6.9056,107.6406,Tidak ada,Tidak Aktif,Yayasan
20245592,SD NEGERI JATAYU 2,SD,SD / sederajat,Jl. Komud Supadio No. 39 A,1,6,,Husen Sastranegara,Kec. Cicendo,-6.9097,107.5836,Tidak ada,Aktif,Lainnya
20219837,SD LPPN,SD,SD / sederajat,Jl. Rajawali Timur No. 76,1,7,,Ciroyom,Kec. Andir,-6.9158,107.5855,Tidak ada,Tidak Aktif,Yayasan
20245271,SD NEGERI SUKAGALIH 6,SD,SD / sederajat,Jl. Sukagalih No. 69,2,3,,Sukabungah,Kec. Sukajadi,-6.8991,107.5962,Tidak ada,Aktif,Pemerintah Pusat
20219841,SD REHOBOTH,SD,SD / sederajat,Jl. Rd. Dewi Sartika No. 36-38,2,2,,Balong Gede,Kec. Regol,-6.9252,107.606,Tidak ada,Tidak Aktif,Yayasan
20245182,SD NEGERI CIMUNCANG 5,SD,SD / sederajat,Jl. Babakan Haji Tamim No.33,7,3,Padasuka,Padasuka,Kec. Cibeunying Kidul,-6.8983,107.6534,Tidak ada,Aktif,Pemerintah Daerah
20245443,SD NEGERI ANTAPANI 3,SD,SD / sederajat,Jl. Antapani No. 1,4,6,,Antapani Kulon,Kec. Antapani,-6.9185,107.6611,Tidak ada,Aktif,Pemerintah Daerah
20219886,SD SWADAYA 1,SD,SD / sederajat,Jl. Pagarsih No. 181 E,1,11,,Jamika,Kec. Bojong Loa Kaler,-6.9223,107.5888,Tidak ada,Tidak Aktif,Yayasan
20245183,SD NEGERI CIMUNCANG 6,SD,SD / sederajat,Jl. Babakan Haji Tamim No.33,7,3,Padasuka,Padasuka,Kec. Cibeunying Kidul,-6.903,107.6482,Tidak ada,Aktif,Pemerintah Pusat
20219526,SD AL FALAH,SD,SD / sederajat,Jl. Cisitu Baru No.52,7,11,Dago,Dago,Kec. Coblong,-6.8726,107.6256,Tidak ada,Tidak Aktif,Yayasan
20245102,SD NEGERI AWIGOMBONG 1,SD,SD / sederajat,Jl. Asep Berlian No. 33,4,6,,Cicadas,Kec. Cibeunying Kidul,-6.9077,107.6406,Tidak ada,Aktif,Pemerintah Daerah
20244975,SD NEGERI JAMIKA 1,SD,SD / sederajat,Jl. Pagarsih Gg. Pa Oyon,6,6,Jamika,Jamika,Kec. Bojong Loa Kaler,-6.9232,107.5873,Tidak ada,Aktif,Pemerintah Daerah
20258082,SD ADVENT II BANDUNG,SD,SD / sederajat,Jl. Setiabudhi No 1 Bandung,6,2,Hegarasih,Cipaganti,Kec. Coblong,-6.8832,107.6024,Tidak ada,Tidak Aktif,Yayasan
20245157,SD NEGERI CICADAS 04,SD,SD / sederajat,Jl. Asep Berlian No.33,4,6,Cicadas,Cicadas,Kec. Cibeunying Kidul,-6.908,107.6408,Tidak ada,Aktif,Pemerintah Pusat
20244823,SD NEGERI BABAKANJATI 1,SD,SD / sederajat,Jl. H. Basuki No.159,4,8,,Binong,Kec. Batununggal,-6.9433,107.6405,Tidak ada,Aktif,Lainnya
20245725,SD NEGERI PANYILEUKAN 2,SD,SD / sederajat,Komp. Bumi Panyileukan F.1,1,5,Cipadung Kidul,Cipadung Kidul,Kec. Panyileukan,-6.9419,107.7164,Tidak ada,Aktif,Pemerintah Daerah
20245702,SD NEGERI KIARACONDONG 5,SD,SD / sederajat,Jl. Warung Jambu No. 28,1,1,Warungjambu,Kebon Kangkung,Kec. Kiaracondong,-6.9295,107.6457,Tidak ada,Aktif,Pemerintah Daerah
20245528,SD NEGERI CIPOREAT 2,SD,SD / sederajat,"Jl. A.H NASUTION KM 11,6 NO.29 A",3,3,,Pasanggrahan,Kec. Ujungberung,-6.9174,107.7062,Tidak ada,Aktif,Pemerintah Pusat
20245782,SD NEGERI SOKA 34-2,SD,SD / sederajat,Jl. Soka No. 34,5,8,,Merdeka,Kec. Sumur Bandung,-6.9155,107.6288,Tidak ada,Aktif,Pemerintah Daerah
20247254,SD PLUS BAITURRAHMAN,SD,SD / sederajat,Jl. Prof. KH. M. Syadeli Hasan No. 44 Nagrog II ,1,7,Nagrog,Pasirjati,Kec. Ujungberung,-6.9088,107.7067,Tidak ada,Tidak Aktif,Yayasan
20245575,SD NEGERI GRIYA BUMI ANTAPANI 14-1,SD,SD / sederajat,Jl. Cicalengka Raya No. 1,2,6,,Antapani Kidul,Kec. Antapani,-6.9196,107.658,Tidak ada,Aktif,Pemerintah Daerah
20245126,SD NEGERI CARINGIN 1,SD,SD / sederajat,Jl. Sukamulya No.46,4,4,,Sukagalih,Kec. Sukajadi,-6.8927,107.5885,Tidak ada,Aktif,Pemerintah Daerah
20245129,SD NEGERI CIBEUREUM 01,SD,SD / sederajat,Jl. Asrama Kipal No. 56,5,4,,Campaka,Kec. Andir,-6.8987,107.578,Tidak ada,Aktif,Pemerintah Daerah
20246414,SD NEGERI RANCABOLANG 1,SD,SD / sederajat,Jl. Rancabolang Indah No. 1,6,16,,Manjahlega,Kec. Rancasari,-6.9501,107.6622,Tidak ada,Aktif,Pemerintah Daerah
20245583,SD NEGERI GRIYA BUMI ANTAPANI 5-1,SD,SD / sederajat,Jl. Subang V No. 5,1,2,,Antapani Tengah,Kec. Antapani,-6.913,107.6538,Tidak ada,Aktif,Pemerintah Daerah
20245464,SD NEGERI BABAKAN SURABAYA 01,SD,SD / sederajat,Jl. Ibrahim Adjie Belakang No. 147,1,2,,Babakan Sari,Kec. Kiaracondong,-6.9475,107.641,Tidak ada,Aktif,Pemerintah Daerah
20245950,SD NEGERI KEBON GEDANG 01,SD,SD / sederajat,Jl. Kebon Gedang No. 82,3,7,,Maleer,Kec. Batununggal,-6.9328,107.6422,Tidak ada,Aktif,Pemerintah Daerah
20245263,SD NEGERI SALUYU 2,SD,SD / sederajat,Jl. Cimuncang Dalam No. 52,2,6,,Sukapada,Kec. Cibeunying Kidul,-6.9065,107.65,Tidak ada,Aktif,Pemerintah Daerah
20219584,SD KRISTEN BAPTIS,SD,SD / sederajat,Jl. Wastukencana No. 40,0,0,,Taman Sari,Kec. Bandung Wetan,-6.9041,107.6065,Tidak ada,Tidak Aktif,Yayasan
20247207,SD GAGAS CERIA,SD,SD / sederajat,Jl. Malabar No. 61,3,8,,Malabar,Kec. Lengkong,-6.9206,107.6248,Tidak ada,Tidak Aktif,Yayasan
20245564,SD NEGERI DIAN,SD,SD / sederajat,Jl. Budi No. 26,3,3,,Sukaraja,Kec. Cicendo,-6.8988,107.5889,Tidak ada,Aktif,Pemerintah Daerah
20246407,SD NEGERI MARGAHAYU RAYA 2,SD,SD / sederajat,Jl. Pluto Utara Blok G No. 73,5,14,,Margasari,Kec. Buahbatu,-6.9551,107.6635,Tidak ada,Aktif,Pemerintah Daerah
20245815,SD NEGERI TARUNA KARYA 5,SD,SD / sederajat,Jl. Galumpit No. 2,4,14,,Palasari,Kec. Cibiru,-6.9188,107.7161,Tidak ada,Aktif,Pemerintah Pusat
20245235,SD NEGERI MERDEKA 5-4,SD,SD / sederajat,Jl. Merdeka No. 9,3,5,,Braga,Kec. Sumur Bandung,-6.9155,107.61,Tidak ada,Aktif,Pemerintah Daerah
20245599,SD NEGERI JATIHANDAP 3,SD,SD / sederajat,Jl. Jatihandap  No. 50,3,4,,Jatihandap,Kec. Mandalajati,-6.8995,107.6577,Tidak ada,Aktif,Pemerintah Pusat
20245589,SD NEGERI HAURPANCUH 3,SD,SD / sederajat,Jl. Terusan Teuku Umar No. 87,0,0,,Sadang Serang,Kec. Coblong,-6.8926,107.6198,Tidak ada,Aktif,Pemerintah Daerah
20245169,SD NEGERI CIJAWURA 1,SD,SD / sederajat,Jl. Cijawura,3,8,,Mekarjaya,Kec. Rancasari,-6.9604,107.663,Tidak ada,Aktif,Pemerintah Daerah
20219828,SD RANCAKASUMBA,SD,SD / sederajat,Jl. Sumbersari No. 104,4,8,Sumbersari,Cisaranten Kulon,Kec. Arcamanik,-6.9341,107.6802,Tidak ada,Tidak Aktif,Yayasan
20244901,SD NEGERI PERUMNAS CIJERAH 3,SD,SD / sederajat,Jl. Cijerah Barat No. 04,5,7,,Cijerah,Kec. Bandung Kulon,-6.9368,107.5613,Tidak ada,Aktif,Pemerintah Daerah
20244960,SD NEGERI CANGKUANG 3,SD,SD / sederajat,Jl. Cibaduyut Raya Gg. Tvri 5,5,6,,Cibaduyut Kidul,Kec. Bojong Loa Kidul,-6.9591,107.5884,Tidak ada,Aktif,Pemerintah Daerah
20245096,SD NEGERI TEGALLEGA 4,SD,SD / sederajat,Jl. Pelindung Hewan No. 43,0,0,Pelindung Hewan,Pelindung Hewan,Kec. Astanaanyar,-6.9381,107.6032,Tidak ada,Aktif,Pemerintah Daerah
20245136,SD NEGERI CIBEUREUM 09,SD,SD / sederajat,Jl. Asrama Kipal No. 56,5,4,,Campaka,Kec. Andir,-6.9074,107.571,Tidak ada,Aktif,Pemerintah Daerah
20219813,SD PELITA JASA,SD,SD / sederajat,Jl. Komud. Supadio Gg. Hanura No.13,2,5,,,Kec. Cicendo,-6.909,107.5856,Tidak ada,Tidak Aktif,Yayasan
20219532,SD AL IKHLAS,SD,SD / sederajat,Karang Tineung Dlm 84,1,4,,Cipedes,Kec. Sukajadi,-6.8849,107.5941,Tidak ada,Tidak Aktif,Yayasan
20245716,SD NEGERI MERDEKA 5-6,SD,SD / sederajat,Jl. Merdeka No. 9  ,3,5,,Braga,Kec. Sumur Bandung,-6.9155,107.6099,Tidak ada,Aktif,Pemerintah Daerah
20245090,SD NEGERI SUMBERSARI INDAH 1,SD,SD / sederajat,Jl. Sumber Makmur No. 1,1,9,Babakan,Margasuka,Kec. Babakan Ciparay,-6.9373,107.5727,Tidak ada,Aktif,Pemerintah Pusat
20245742,SD NEGERI PASIRKALIKI 96-1,SD,SD / sederajat,Jl. Hos Cokroaminoto No. 110,2,7,,Pasirkaliki,Kec. Cicendo,-6.9079,107.5978,Tidak ada,Aktif,Pemerintah Daerah
20245489,SD NEGERI CIBIRU 4,SD,SD / sederajat,"Jl. A.h. Nasution Km. 14,5",1,1,,Pasir Biru,Kec. Cibiru,-6.9343,107.7215,Tidak ada,Aktif,Pemerintah Daerah
20245525,SD NEGERI CIPAGANTI 2,SD,SD / sederajat,Jl. Sastra No. 11,4,7,,Cipaganti,Kec. Coblong,-6.8948,107.6029,Tidak ada,Aktif,Pemerintah Daerah
20219885,SD TARUNA BAKTI,SD,SD / sederajat,Jl. Ll. Re. Martadinata No. 52,0,0,,Citarum,Kec. Bandung Wetan,-6.9063,107.6185,Tidak ada,Tidak Aktif,Yayasan
20245091,SD NEGERI SUMBERSARI INDAH 2,SD,SD / sederajat,Jl. Sumber Makmur No. 1,0,0,,Babakan,Kec. Babakan Ciparay,-6.9372,107.5727,Tidak ada,Aktif,Pemerintah Daerah
20244990,SD NEGERI TANJUNG 1,SD,SD / sederajat,Jl. Babakan Tarogong No. 193,6,5,,Suka Asih,Kec. Bojong Loa Kaler,-6.9299,107.5889,Tidak ada,Aktif,Pemerintah Daerah
20244836,SD NEGERI CIGONDEWAH 1,SD,SD / sederajat,Jl. Cigondewah Kaler No. 15,2,3,Cigondewah Kaler,Cigondewah Kaler,Kec. Bandung Kulon,-6.9411,107.5634,Tidak ada,Aktif,Pemerintah Daerah
20245582,SD NEGERI GRIYA BUMI ANTAPANI 32,SD,SD / sederajat,Jl. Tanjungsari VI No. 40,4,5,,Antapani Wetan,Kec. Antapani,-6.9132,107.6679,Tidak ada,Aktif,Pemerintah Daerah
20245526,SD NEGERI CIPAGANTI 4,SD,SD / sederajat,Jl. Sastra No.11  Bandung,4,7,,Cipaganti,Kec. Coblong,-6.8948,107.6029,Tidak ada,Aktif,Pemerintah Daerah
20245476,SD NEGERI BANJARSARI 2,SD,SD / sederajat,Jl. Merdeka No. 22,2,6,,Babakan Ciamis,Kec. Sumur Bandung,-6.9134,107.6108,Tidak ada,Aktif,Pemerintah Daerah
20245581,SD NEGERI GRIYA BUMI ANTAPANI 27-2,SD,SD / sederajat,Jl. Cibatu VI No. 1,2,16,,Antapani Tengah,Kec. Antapani,-6.9153,107.6652,Tidak ada,Aktif,Pemerintah Daerah
20245057,SD NEGERI PABAKI 03,SD,SD / sederajat,Jl. Pabaki No. 33,3,4,,Panjunan,Kec. Astanaanyar,-6.9273,107.596,Tidak ada,Aktif,Pemerintah Daerah
20245215,SD NEGERI KARANG TARUNA 1,SD,SD / sederajat,Jl. Halteu Utara No. 149,5,1,Dunguscariang,Dungus Cariang,Kec. Andir,-6.9168,107.5852,Tidak ada,Aktif,Pemerintah Pusat
20245462,SD NEGERI BABAKAN SINYAR 3,SD,SD / sederajat,Jl. Terusan Sukapura,1,3,Sukapura,Sukapura,Kec. Kiaracondong,-6.9275,107.652,Tidak ada,Aktif,Lainnya
20245188,SD NEGERI CIUJUNG 2,SD,SD / sederajat,Jl. Lapangan Supratman No. 7,7,4,,Cihapit,Kec. Bandung Wetan,-6.907,107.6293,Tidak ada,Aktif,Pemerintah Daerah
20245250,SD NEGERI PADASUKA 4,SD,SD / sederajat,Jl.padasuka No.90,4,6,,Pasirlayung,Kec. Cibeunying Kidul,-6.8979,107.6544,Tidak ada,Aktif,Pemerintah Daerah
20219852,SD MUHAMMADIYAH 3,SD,SD / sederajat,Jl. Phh Mustopa,3,2,,Padasuka,Kec. Cibeunying Kidul,-6.9023,107.653,Tidak ada,Tidak Aktif,Yayasan
20245078,SD NEGERI RAYA BARAT 1,SD,SD / sederajat,Jl. Jendral Sudirman No. 587,3,10,,Sukahaji,Kec. Babakan Ciparay,-6.9179,107.5787,Tidak ada,Aktif,Pemerintah Daerah
20245452,SD NEGERI BABAKAN SARI 1,SD,SD / sederajat,Jl. Babakan Sari I No.173,1,12,,Babakan Sari,Kec. Kiaracondong,-6.9216,107.6462,Tidak ada,Aktif,Pemerintah Daerah
20246405,SD NEGERI GRIYA BUMI ANTAPANI 14-3,SD,SD / sederajat,Jl. Cicalengka Raya No. 1,2,6,,Antapani Kidul,Kec. Antapani,-6.9196,107.658,Tidak ada,Aktif,Pemerintah Daerah
20245226,SD NEGERI MARGAHAYU RAYA 1,SD,SD / sederajat,Jl. Pluto Utara Blok G No. 73,5,4,Margasari,Margasari,Kec. Buahbatu,-6.955,107.6635,Tidak ada,Aktif,Pemerintah Pusat
20245106,SD NEGERI BANDUNG BARU 1,SD,SD / sederajat,Jalan Bukit Raya Selatan,3,3,,Ciumbuleuit,Kec. Cidadap,-6.8639,107.6071,Tidak ada,Aktif,Pemerintah Pusat
20245825,SD NEGERI TILIL 4,SD,SD / sederajat,Jl. Puyuh No. 2,1,8,,Sadang Serang,Kec. Coblong,-6.8982,107.6232,Tidak ada,Aktif,Pemerintah Daerah
20244947,SD NEGERI BABAKAN TAROGONG 5,SD,SD / sederajat,Jl. Kopo No.256,0,0,,Suka Asih,Kec. Bojong Loa Kaler,-6.9384,107.5937,Tidak ada,Aktif,Pemerintah Pusat
20219894,SD SANTO AGUSTINUS,SD,SD / sederajat,Jl. Ahmad Yani  No 273,4,7,Cihapit,Cihapit,Kec. Bandung Wetan,-6.9153,107.6325,Tidak ada,Tidak Aktif,Yayasan
20244953,SD NEGERI BOJONGLOA 1,SD,SD / sederajat,Jl. Cibaduyut Raya No. 142/199 C,4,6,,Kebon Lega,Kec. Bojong Loa Kidul,-6.9507,107.594,Tidak ada,Aktif,Pemerintah Daerah
20258124,SD NEGERI SUKAPURA 01,SD,SD / sederajat,Jl. Manglayang I No. 1,2,6,Manglayang,Palasari,Kec. Cibiru,-6.9218,107.715,Tidak ada,Aktif,Pemerintah Daerah
20245072,SD NEGERI PARAKANWAAS,SD,SD / sederajat,Jl. Waas Ii No. 94 B,7,7,Batununggal,Batununggal,Kec. Bandung Kidul,-6.953,107.6267,Tidak ada,Aktif,Lainnya
20246418,SD NEGERI RANCASAWO 2,SD,SD / sederajat,Jl. Rancasawo No. 50,2,20,Rancasawo,Margasari,Kec. Buahbatu,-6.9596,107.6589,Tidak ada,Aktif,Pemerintah Daerah
20245062,SD NEGERI PABAKI 08,SD,SD / sederajat,Jl. Pabaki No. 33,3,3,,Panjunan,Kec. Astanaanyar,-6.9274,107.596,Tidak ada,Aktif,Pemerintah Daerah
20245538,SD NEGERI CISITU 2,SD,SD / sederajat,Jl. Sangkuriang No. 87,2,13,Dago,Dago,Kec. Coblong,-6.8821,107.6094,Tidak ada,Aktif,Pemerintah Daerah
20245255,SD NEGERI PASIRLUYU 1,SD,SD / sederajat,Jl. Pasirluyu No.164 / 205 A,0,0,,Pasirluyu,Kec. Regol,-6.9397,107.6187,Tidak ada,Aktif,Pemerintah Daerah
20245922,SD NEGERI CIPEDES 5,SD,SD / sederajat,Jl. Gegerkalong Hilir No. 79,1,1,,Sukarasa,Kec. Sukasari,-6.8694,107.5877,Tidak ada,Aktif,Pemerintah Daerah
20244844,SD NEGERI CIJERAH 4,SD,SD / sederajat,Jl. Cijerah No. 116,3,6,Cijerah,Cijerah,Kec. Bandung Kulon,-6.9208,107.5761,Tidak ada,Aktif,Pemerintah Pusat
20269306,SD CITRA CEMARA,SD,SD / sederajat,Jl. Soekarno Hatta No. 22,3,1,,,Kec. Bandung Kulon,-6.9233,107.5856,Tidak ada,Tidak Aktif,Yayasan
20245021,SD NEGERI BATUNUNGGAL 3,SD,SD / sederajat,Jl. Arhanudri No. 12 B,5,9,,Batununggal,Kec. Bandung Kidul,-6.9639,107.6307,Tidak ada,Aktif,Lainnya
20244926,SD NEGERI SUKAJADI 8,SD,SD / sederajat,Jl. Karang Tineung No. 5 A,4,3,,Cipedes,Kec. Sukajadi,-6.8833,107.5946,Tidak ada,Aktif,Pemerintah Daerah
20245836,SD NEGERI WARUNG JAMBU 1,SD,SD / sederajat,Jl. Warung Jambu No. 28,1,1,Warung Jambu,Kebon Kangkung,Kec. Kiaracondong,-6.9296,107.6456,Tidak ada,Aktif,Pemerintah Daerah
20219905,SD YAMI,SD,SD / sederajat,Jl.karasak Baru No.16 Bandung,3,2,Karasak,Karasak,Kec. Astanaanyar,-6.95,107.6094,Tidak ada,Tidak Aktif,Yayasan
20245830,SD NEGERI UJUNGBERUNG 04,SD,SD / sederajat,Jl. Cigending No. 03,4,5,,Cigending,Kec. Ujungberung,-6.9128,107.702,Tidak ada,Aktif,Pemerintah Daerah
